Collection,Raw Title,Formatted Title,Author,ISBN,Cover Image URL,Source
1252,THE MAN WHO LOST CHINA THE FIRST FULL BIOGRAPHY OF CHIANG KAI-SHEK ,The Man Who Lost China: The First Full Biography of Chiang Kai-shek,"Crozier, Brian ",9780684146867,https://images.isbndb.com/covers/15713183482431.jpg,ISBNdb
1295,A SAILOR'S ODYSSEY THE AUTOBIOGRAPHY OF ADMIRAL OF THE FLEET VISCOUNT CUNNINGHAM OF HYNDHOPE KT GCB OM DSO ,A Sailor'S Odyssey The Autobiography Of Admiral Of The Fleet Viscount Cunningham Of Hyndhope Kt Gcb Om Dso ,"Cunningham, Andrew Brown ",,http://books.google.com/books/content?id=TE4iAQAAIAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,Google Books
240,WAKE ISLAND COMMAND ,Wake Island Command ,"Cunningham, W. Scott ",,"https://m.media-amazon.com/images/I/71NUXHwqSEL._AC_UF1000,1000_QL80_.jpg",Google Images
22,FOLLOW ME AND DIE ,Follow Me And Die,"Currey, Cecil B. ",9780515105179,https://images.isbndb.com/covers/10443703482371.jpg,ISBNdb
125,DEATH OF A NAVY JAPANESE NAVAL ACTION IN WORLD WAR II ,Death of a Navy: Japanese Naval Action in World War II,"D'Albas, Andrieu ",9780815953029,https://images.isbndb.com/covers/13742673482478.jpg,ISBNdb
5,WORLD WAR IN THE MEDITERRANEAN 1942 - 1945 ,"World War II in the Mediterranean, 1942-1945","D'Este, Carlo ",9781565129146,http://books.google.com/books/content?id=jdRw-tXYVdYC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Google Books
416,FATAL DECISION: ANZIO AND THE BATTLE FOR ROME ,Fatal Decision,"D'Este, Carlo ",9780061942471,http://books.google.com/books/content?id=ST0s3QlUaBkC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Google Books
1004,HAP ARNOLD AND THE EVOLUTION OF AMERICAN AIRPOWER ,Hap Arnold and the Evolution of American Airpower,"Daso, Dick Alan ",9781588347442,http://books.google.com/books/content?id=gEp7EAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Google Books
430,MUTINY AT SALERNO: AN INJUSTICE EXPOSED ,Mutiny at Salerno 1943: An Injustice Exposed,"David, Saul ",9781844860197,http://books.google.com/books/content?id=E-beAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,AbeBooks
1048,"TIMELINE OF WORLD WAR II DAY BY DAY CAMPAIGNS, BATTLES AND SPECIAL OPERATIONS ","Timeline of World War ll: Day by Day Campaigns, Battles and Special Operations","Davidson, Edward; Manning, Dale ",9780739410370,https://images.isbndb.com/covers/6632413482451.jpg,ISBNdb
1305,"DRAGON BY THE TAIL AMERICAN, BRITISH, JAPANESE, AND RUSSIAN ENCOUNTERS WITH CHINA AND ONE ANOTHER ","Dragon by the Tail: American, British, Japanese, and Russian Encounters with China and One Another","Davies, John Paton Jr. ",9780393332193,https://images.isbndb.com/covers/402813482328.jpg,ISBNdb
238,"MARINE! THE LIFE OF LT. GEN. LEWIS B. (CHESTY) PULLER, USMC (RET.) ",Marine!,"Davis, Burke ",9781504034395,http://books.google.com/books/content?id=vG2LCwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Google Books
858,GET YAMAMOTO ,Get Yamamoto,"Davis, Burke ",9781299678477,https://images.isbndb.com/covers/20241273482650.jpg,ISBNdb
1181,THE BILLY MITCHELL AFFAIR ,The Billy Mitchell affair,"Davis, Burke ",9781199419750,https://images.isbndb.com/covers/656653482615.jpg,ISBNdb
831,LIGHTNING STRIKE : THE SECRET MISSION TO KILL ADMIRAL YAMAMOTO AND AVENGE PEARL HARBOR ,Lightning Strike,"Davis, Donald A. ",9781429903448,http://books.google.com/books/content?id=paVxplRkXswC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Google Books
1079,EXPERIENCE OF WAR THE UNITED STATES IN WORLD WAR II ,Experience of war;: The United States in World War II (Mainstream of America series),"Davis, Kenneth S. ",9781122064125,https://images.isbndb.com/covers/13502523482587.jpg,ISBNdb
1139,SOLDIER OF DEMOCRACY A FULL-LENGTH BIOGRAPHY OF DWIGHT EISENHOWER ,Soldier Of Democracy - A Biography Of Dwight Eisenhower,"Davis, Kenneth S. ",9781406770681,https://images.isbndb.com/covers/23903293482688.jpg,ISBNdb
1212,FDR THE WAR PRESIDENT 1940-1943 ,FDR,"Davis, Kenneth S. ",0812992059,http://books.google.com/books/content?id=qZLFAQAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,Google Books
455,"WHO DEFENDS ROME? THE FORTY-FIVE DAYS, JULY 25­SEPTEMBER 8, 1943 ",Who Defends Rome?,"Davis, Melton S. ",9781000460391,http://books.google.com/books/content?id=k55EEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Google Books
1169,CARL A. SPAATZ AND THE AIR WAR IN EUROPE ,Carl A. Spaatz and the Air War in Europe,"Davis, Richard G. ",9780912799773,http://books.google.com/books/content?id=wFcRBfXnjQkC&printsec=frontcover&img=1&zoom=1&source=gbs_api,AbeBooks
1115,RELUCTANT NATION AUSTRALIA AND THE DEFEAT OF JAPAN 1942-45 ,Reluctant Nation: Australia and the Allied Defeat of Japan 1942-45,"Day, David ",9780195532425,https://images.isbndb.com/covers/16496223482257.jpg,ISBNdb
1116,"THE GREAT BETRAYAL BRITAIN, AUSTRALIA & THE ONSET OF THE PACIFIC WAR 1939-1942 ","The Great Betrayal: Britain, Australia and the Onset of the Pacific War, 1939-1942","Day, David ",9780195534559,https://images.isbndb.com/covers/16517563482257.jpg,ISBNdb
1260,THE COMPLETE WAR MEMOIRS OF CHARLES DE GAULLE 1940-1946 ,"The Complete War Memoirs of Charles De Gaulle, 1940-1946 (A Da Capo Paperback) (3 Volumes)","De Gaulle, Charles ",9780306802270,https://images.isbndb.com/covers/5763073482297.jpg,ISBNdb
1292,OPERATION VICTORY THE PERSONAL RECORD OF FIELD MARSHAL MONTGOMERY'S CHIEF OF STAFF MAJOR GENERAL SIR FRANCIS DE GUINGAND ,"Operation Victory: The Personal Record of Field-Marshal Montgomery’s Chief of Staff, From Alamein to the Final Surrender in Germany (The Life and Memories of Montgomery's Right-Hand Man)","De Guingand, Francis ",9780854951710,https://images.isbndb.com/covers/10528423482492.jpg,ISBNdb
451,THE HISTORY OF THE FRENCH FIRST ARMY ,The History of the French First Army,"de Lattre, Jean ",9781000458480,http://books.google.com/books/content?id=kZ5EEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Google Books
1328,"THE BRUTAL FRIENDSHIP MUSSOLINI, HITLER AND THE FALL OF ITALIAN FASCISM ","Brutal Friendship: Mussolini, Hitler and the Fall of Italian Fascism","Deakin, F.W. ",9781842120491,http://books.google.com/books/content?id=R_kJAQAAIAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,AbeBooks
388,THE EMBATTLED MOUNTAIN ,The Embattled Mountain,"Deakin, Frederick William Dampier ",9780571276448,https://images.isbndb.com/covers/10440593482391.jpg,ISBNdb
1241,THE STRANGE ALLIANCE THE STORY OF OUR EFFORTS AT WARTIME CO-OPERATION WITH RUSSIA ,"The strange alliance;: The story of our efforts at wartime co-operation with Russia, (Classics in Russian studies)","Deane, John R. ",9780253185204,https://images.isbndb.com/covers/3222423482278.jpg,ISBNdb
1077,THE OXFORD COMPANION TO WORLD WAR II ,The Oxford Companion to World War II,"Dear, I.C.B.; Foot, M.R.D. ",9780198662259,https://images.isbndb.com/covers/19708773482258.jpg,ISBNdb
766,FIGHTER : THE TRUE STORY OF THE BATTLE OF BRITAIN ,Fighter,"Deighton, Len ",9780141995946,http://books.google.com/books/content?id=rfz6DwAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,Google Books
684,THE COUNTERFEIT SPY ,The counterfeit spy,"Delmer, Sefton ",9780060110192,http://books.google.com/books/content?id=rpAjAQAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,AbeBooks
259,HOLD THE MARIANAS: THE JAPANESE DEFENSE OF THE MARIANA ISLANDS ,Hold the Marianas: The Japanese Defense of the Mariana Islands,"Denfeld, D. Colt ",9781572490147,http://books.google.com/books/content?id=fDBnAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,AbeBooks
889,VICTORY THROUGH AIR POWER ,Victory Through Air Power ,"DeSeversky, A.P. ",,"https://m.media-amazon.com/images/I/81upzcfyt0L._AC_UF1000,1000_QL80_.jpg",Google Images
241,THE STORY OF WAKE ISLAND ,The Story of Wake Island,"Devereux, James P.S. ",9781726724494,https://images.isbndb.com/covers/21661363482802.jpg,ISBNdb
495,SILENT WINGS: THE SAGA OF THE U.S. ARMY AND MARINE COMBAT GLIDER PILOTS DURING WORLD WAR II ,Silent Wings: The Saga of the U.S. Army and Marine Combat Glider Pilots During World War II,"Devlin, Gerard M. ",9780312724603,https://images.isbndb.com/covers/8814823482299.jpg,ISBNdb
1014,PRESIDENT WILSON FIGHTS HIS WAR WORLD WAR I AND THE AMERICAN INTERVENTION ,President Wilson Fights His War: World War I and the American Intervention (Macmillan Wars of the United States) (The Wars of the United States),"DeWeerd, Harvey A. ",9781111972431,https://images.isbndb.com/covers/24928743482583.jpg,ISBNdb
169,NIGHT ACTION MTB FLOTILLA AT WAR ,Night Action,"Dickens, Peter ",9781473816749,http://books.google.com/books/content?id=Q3DgAwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Google Books
305,NARVIK: BATTLES IN THE FJORDS ,Narvik: Battles in the fjords (Sea battles in close-up),"Dickens, Peter ",9780870218521,https://images.isbndb.com/covers/22767583482497.jpg,ISBNdb
311,BATTLE OF THE PHILIPPINE SEA ,"The battle of the Philippine Sea, June 1944 (Sea battles in close-up ; 11)","Dickson, W.D. ",9780711005174,https://images.isbndb.com/covers/3438353482441.jpg,ISBNdb
1246,THE DIARIES OF SIR ALEXANDER CADOGAN 1938-1945 ,"The Diaries of Sir Alexander Cadogan, Om, 1938-1945","Dilks, David ",9780571269853,https://images.isbndb.com/covers/10374643482391.jpg,ISBNdb
74,GHOSTS OF WAR THE SINKING OF THE AWA MARU AND JAPANESE-AMERICAN RELATIONS 1945 - 1995 ,"Ghost of War: The Sinking of the Awa Maru and Japanese-American Relations, 1945-1995","Dingman, Roger ",9781557501592,https://images.isbndb.com/covers/14579743482742.jpg,ISBNdb
1323,WARTIME ,Wartime,"Djilas, Milovan ",043612971X,"https://m.media-amazon.com/images/I/91bVPk3oC7L._AC_UF1000,1000_QL80_.jpg",Google Images
1365,ADMIRAL DOENITZ MEMOIRS TEN YEARS AND TWENTY DAYS ,Memoirs: Ten Years and Twenty Days,"Doenitz, Karl ",9781591142157,https://images.isbndb.com/covers/13955913482754.jpg,ISBNdb
1162,THE DECLINE AND FALL OF NAZI GERMANY AND IMPERIAL JAPAN ,The Decline and Fall of Nazi Germany and Imperial Japan,"Dollinger, Hans ",0517123991,http://books.google.com/books/content?id=dH5wPafL3mMC&printsec=frontcover&img=1&zoom=1&source=gbs_api,Google Books
1351,THE INTERPRETER MEMOIRS OF DOCTOR EUGEN DOLLMANN ,The Interpreter Memoirs Of Doctor Eugen Dollmann ,"Dollmann, Eugen ",,"https://m.media-amazon.com/images/I/814IMfZh8bL._UF1000,1000_QL80_.jpg",Google Images
61,PT 109 JOHN F. KENNEDY IN WORLD WAR II ,Pt 109 John F. Kennedy In World War Ii ,"Donvan, Robert J. ",,"https://m.media-amazon.com/images/I/9185UuOGU+L._AC_UF1000,1000_QL80_.jpg",Google Images
1168,"I COULD NEVER BE SO LUCKY AGAIN AN AUTOBIOGRAPHY BY GENERAL JAMES H. ""JIMMY"" DOOLITTLE ",I Could Never Be So Lucky Again,"Doolittle, James H. ",9780307428325,http://books.google.com/books/content?id=-0QQHMqcIy0C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Google Books
1101,WESTERN MEDITERRANEAN 1942-1945 ,Western Mediterranean 1942-1945 ,"Dorling, Eaprell ",,https://m.media-amazon.com/images/I/91z4zO1fBEL._SL1500_.jpg,Google Books
1393,V-2 ,V-2,"Dornberger, Walter ",9780670742226,https://images.isbndb.com/covers/22095723482426.jpg,ISBNdb
701,"STORMING ST. NAZAIRE : THE GRIPPING STORY OF THE DOCK-BUSTING RAID, MARCH, 1942 ",Storming St. Nazaire,"Dorrian, James ",9781783461547,http://books.google.com/books/content?id=pV8zsnrpsLMC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Google Books
183,LITTLE WOLF AT LEYTE : THE STORY OF THE HEROIC USS SAMUEL B. ROBERTS (DE-413) IN THE BATTLE OF LEYTE GULF DURING WORLD WAR II ,Little Wolf at Leyte: The Story of the Heroic Uss Samuel B. Roberts (De-413) in the Battle of Leyte Gulf During World War II,"Doscher, J. Henry ",9781571680822,https://images.isbndb.com/covers/15943093482747.jpg,ISBNdb
619,"CLOSING WITH THE ENEMY : HOW GIS FOUGHT THE WAR IN EUROPE, 1944-1945 ","Closing with the Enemy: How GIs Fought the War in Europe, 1944-1945 (Modern War Studies)","Doubler, Michael D. ",9780700607440,http://books.google.com/books/content?id=gv1mAAAAMAAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,AbeBooks
921,THE SEEDS OF DISASTER THE DEVELOPMENT OF FRENCH ARMY DOCTRINE 1919-1939 ,The Seeds of Disaster,"Doughty, Robert Allan ",9780811714600,http://books.google.com/books/content?id=DrPSBAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Google Books
1340,ROMMEL ,Rommel,"Douglas-Home, Charles ",9780860077268,https://images.isbndb.com/covers/5612423482494.jpg,ISBNdb
410,ALAMEIN TO ZEM ZEM ,Simplify Me When I'm Dead,"Douglas, Keith Castellain ",9780571230389,http://books.google.com/books/content?id=BedcDAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Google Books
1098,1939 A RETROSPECT FORTY YEARS AFTER ,1939 A Retrospect Forty Years After,"Douglas, Roy ",9780333336328,http://books.google.com/books/content?id=dwpyAAAAIAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,AbeBooks
485,THE SKY GENERALS ,The sky generals,"Dover, Victor ",9780304304806,https://images.isbndb.com/covers/8874223482296.jpg,ISBNdb
646,"MACARTHUR'S ULTRA : CODEBREAKING AND THE WAR AGAINST JAPAN, 1942-194 ","Macarthur'S Ultra : Codebreaking And The War Against Japan, 1942-194 ","Drea, Edward J. ",,http://books.google.com/books/content?id=1ORmAAAAMAAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Google Books
927,FIRE & STONE THE SCIENCE OF FORTRESS WARFARE 1660-1860 ,"Fire and Stone : The Science of Fortress Warfare, 1660-1860","Duffy, Christopher ",9780715365571,http://books.google.com/books/content?id=NYnfAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,AbeBooks
752,PLOESTI; THE GREAT GROUND-AIR BATTLE OF 1 AUGUST 1943 ,Ploesti: The Great Ground-Air Battle of 1 August 1943,"Dugan, James; Stewart, Carroll ",9781574881448,https://images.isbndb.com/covers/19863563482748.jpg,ISBNdb
116,THE IMPERIAL JAPANESE NAVY A BATTLE HISTORY 1941­1945 ,A Battle History of the Imperial Japanese Navy,"Dull, Paul S. ",1612512909,http://books.google.com/books/content?id=SLfti-Dc1AcC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Google Books
270,"BEHIND JAPANESE LINES, WITH THE OSS IN BURMA ",Behind Japanese Lines,"Dunlop, Richard ",9781628738971,http://books.google.com/books/content?id=dFyCDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Google Books
1047,SECOND FRONT NOW - 1943 ,Second Front Now - 1943 ,"Dunn, Walter Scott Jr. ",,http://books.google.com/books/content?id=1ApnAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,Google Books
568,PACIFIC MICROPHONE ,Pacific Microphone,"Dunn, William J. ",1603441573,http://books.google.com/books/content?id=NxTGwAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,Google Books
693,THE WORLD WAR II BOOKSHELF : FIFTY MUST-READ BOOKS ,The World War II Bookshelf: 50 Must-Read Books: Fifty Must-Read Books,"Dunnigan, James F. ",9780806526096,https://images.isbndb.com/covers/3730713482475.jpg,ISBNdb
546,"WAR IN THE EAST : THE RUSSO-GERMAN CONFLICT, 1941­45 ","War In The East : The Russo-German Conflict, 1941­45 ","Dunnigan, James F. Et al. ",,"https://m.media-amazon.com/images/I/91hNG7GiZnL._AC_UF1000,1000_QL80_.jpg",Google Images
644,VICTORY AND DECEIT : DIRTY TRICKS AT WAR ,Victory and Deceit: Dirty Tricks at War,"Dunnigan, James F.; Nofi, Albert A. ",9780688122362,https://images.isbndb.com/covers/27382343482432.jpg,ISBNdb
1028,OPTIONS OF COMMAND TEN CRUCIAL COMMAND DECISIONS THAT COULD HAVE ALTERED THE HISTORY OF WORLD WAR II ,Options of Command,"Dupuy, Trevor N. ",9780882549934,https://pictures.abebooks.com/isbn/9780882549934-us-300.jpg,AbeBooks
464,"HITLER'S LAST GAMBLE: THE BATTLE OF THE BULGE, DECEMBER 1944 â€“ JANUARY 1945 ","Hitler's Last Gamble: The Battle of the Bulge, December 1944-January 1945","Dupuy, Trevor Nevitt; Bongard, David L.; An, Richard C. ",9780060921965,https://images.isbndb.com/covers/18509543482209.jpg,ISBNdb
865,"ORIGINS OF INTELLIGENCE SERVICES THE ANCIENT NEAR EAST, PERSIA, GREECE, ROME, BYZANTIUM, THE ARAB MUSLIM EMPIRES, THE MONGOL EMPIRE, CHINA,MUSCOVY. ","Origins of Intelligence Services: The Ancient Near East, Persia, Greece, Rome, Byzantium, the Arab Muslim Empires, the Mongol Empire, China, Muscovy","Dvornik, Francis ",9780813507644,https://images.isbndb.com/covers/17374613482477.jpg,ISBNdb
480,FIGHTING GLIDERS OF WORLD WAR II ,Fighting Gliders of World War II,"E. Mrazek, James ",9780312289270,https://images.isbndb.com/covers/4461493482299.jpg,ISBNdb
505,THE GLIDER WAR ,Airborne Combat: The Glider War/Fighting Gliders of WWII (Stackpole Military History Series),"E. Mrazek, James ",9780811744669,https://images.isbndb.com/covers/27830653482476.jpg,ISBNdb
843,"THEY FOUGHT WITH WHAT THEY HAD : THE STORY OF THE ARMY AIR FORCES IN THE SOUTHWEST PACIFIC, 1941-1942 ","They Fought With What They Had: The Story of the Army Air Forces in the Southwest Pacific, 1941-1942","Edmonds, Walter D. ",9781428915411,http://books.google.com/books/content?id=SX0OOdZEZTIC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Google Books
362,OPERATION NEPTUNE ,Operation Neptune [Illustrated Edition],"Edwards, Kenneth ",9781787203297,http://books.google.com/books/content?id=DJB_DQAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Google Books
481,"GERMAN AIRBORNE TROOPS, 1936-45 ","German Airborne Troops, 1936-45 (MacDonald Illustrated War Studies)","Edwards, Roger ",9780385042468,http://books.google.com/books/content?id=iFV9AAAAIAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,AbeBooks
574,"G COMPANY'S WAR : TWO PERSONAL ACCOUNTS OF THE CAMPAIGNS IN EUROPE, 1944-1945 ",G Company's War,"Egger, Bruce E.; Otts, Lee MacMillan ",9780817309787,http://books.google.com/books/content?id=YI6PbS3YA9kC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Google Books
616,"MOBILIZING AMERICA : ROBERT P. PATTERSON AND THE WAR EFFORT, 1940-1945 ","Mobilizing America: Robert P. Patterson and the War Effort, 1940?1945","Eiler, Keith E. ",9780801422768,http://books.google.com/books/content?id=TfOhEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,AbeBooks
1032,LETTERS TO MAIME ,Letters To Maime ,"Eisenhower, Dwight David ",,http://books.google.com/books/content?id=Kk53AAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,Google Books
1075,CRUSADE IN EUROPE A PERSONAL ACCOUNT OF WORLD WAR II ,Crusade in Europe,"Eisenhower, Dwight David ",9780307816573,http://books.google.com/books/content?id=NDBIoYpcOJ4C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Google Books
465,"THE BITTER WOODS; THE DRAMATIC STORY, TOLD AT ALL ECHELONS, FROM SUPREME COMMAND TO SQUAD LEADER, OF THE CRISIS THAT SHOOK THE WESTERN COALITION: HITLER'S SURPRISE ARDENNES OFFENSIVES ","The Bitter Woods; The Dramatic Story, Told At All Echelons, From Supreme Command To Squad Leader, Of The Crisis That Shook The Western Coalition: Hitler'S Surprise Ardennes Offensives ","Eisenhower, John S.D. ",,"https://m.media-amazon.com/images/I/81qDAZc1IiL._AC_UF1000,1000_QL80_.jpg",Google Images
1234,ALLIES PEARL HARBOR TO D-DAY ,Allies Pearl Harbor To D-Day ,"Eisenhower, John S.D. ",,http://books.google.com/books/content?id=mOtmAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,Google Books
98,ALLIED ESCORT SHIPS OF WORLD WAR II A COMPLETE SURVEY ,Allied Escort Ships of World War II: A Complete Survey,"Elliot, Peter ",9780356084015,https://images.isbndb.com/covers/21122093482314.jpg,ISBNdb
1084,BRUTE FORCE ALLIED STRATEGY AND TACTICS IN THE SECOND WORLD WAR ,Brute Force Allied Strategy And Tactics In The Second World War ,"Ellis, John ",,http://books.google.com/books/content?id=mddmAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,Google Books
990,CLARKE OF ST. VITH THE SERGEANTS' GENERAL ,Clarke of St. Vith: The Sergeants' General,"Ellis, William Donohue; Cunningham, Thomas J. Jr. ",9780913228081,https://images.isbndb.com/covers/3490543482513.jpg,ISBNdb
329,THE FAR SHORE ,The Far Shore,"Ellsberg, Edward ",9781387959297,http://books.google.com/books/content?id=EPRlDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Google Books
542,HITLER'S LAST OFFENSIVE; THE FULL STORY OF THE BATTLE OF THE ARDENNES ,Hitler's last offensive;: The full story of the Battle of the Ardennes,"Elstob, Peter ",9780345032591,http://books.google.com/books/content?id=AO5mAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,AbeBooks
890,"THE SUPER-STRATEGISTS GREAT CAPTAINS, THEORISTS, AND FIGHTING MEN WHO HAVE SHAPED THE HISTORY OF WARFARE ","The Superstrategists: Great Captains, Theorists, and Fighting Men Who Have Shaped the History of Warfare","Elting, John R. ",9780684183534,https://images.isbndb.com/covers/16079853482431.jpg,ISBNdb
891,THE IMPACT OF AIR POWER NATIONAL SECURITY AND WORLD POLITICS ,The Impact Of Air Power National Security And World Politics ,"Emme, Eugene M. ",,"https://m.media-amazon.com/images/I/A1yEFFoLZuL._AC_UF1000,1000_QL80_.jpg",Google Images
449,"THE WINTER WAR; THE RUSSO-FINNISH CONFLICT, 1939­40 ","Winter War: The Russo-Finnish Conflict, 1939-1940","Engle, Eloise; Paananen, Lauri ",9780367274542,https://images.isbndb.com/covers/20684203482318.jpg,ISBNdb
1058,A SUBJECT BIBLIOGRAPHY OF THE SECOND WORLD WAR BOOKS IN ENGLISH 1939-1974 ,"A subject bibliography of the Second World War: Books in English, 1939-1974 (A Grafton book)","Enser, A.G.S. ",9780233967424,https://images.isbndb.com/covers/7645153482271.jpg,ISBNdb
1100,A CONCISE HISTORY OF WORLD WAR II ,A Concise History Of World War Ii ,"Esposito, Vincent J. ",,"https://m.media-amazon.com/images/I/11sVE0EhWqL._AC_UF1000,1000_QL80_.jpg",Google Images
1035,PATTON A STUDY IN COMMAND ,"Patton;: A study in command,","Essame, H. ",9780684136714,https://images.isbndb.com/covers/15611653482431.jpg,ISBNdb
805,FLYING THE HUMP : IN ORIGINAL WORLD WAR II COLOR ,Flying the Hump: In Original World War II Color,"Ethell, Jeff; Downie, Don ",9780760319154,https://images.isbndb.com/covers/19119723482458.jpg,ISBNdb
757,"TARGET BERLIN : MISSION 250, 6 MARCH 1944 ",Target Berlin: Mission 250- 6 March 1944,"Ethell, Jeffrey L.; Price, Alfred ",9780853689157,https://images.isbndb.com/covers/25988683482491.jpg,ISBNdb
119,THE JAPANESE NAVY IN WORLD WAR II IN THE WORDS OF FORMER JAPANESE NAVAL OFFICERS ,The Japanese Navy in World War II,"Evans, David C. ",9781682472149,http://books.google.com/books/content?id=FJQHDgAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Google Books
117,"KAIGUN STRATEGY, TACTICS AND TECHNIQUES OF THE IMPERIAL JAPANESE NAVY 1887- 1941 ","Kaigun: Strategy, Tactics, and Technology in the Imperial Japanese Navy, 1887-1941","Evans, David C.; Peattie, Mark R. ",9781591142447,https://images.isbndb.com/covers/13958813482754.jpg,ISBNdb
846,FATEFUL RENDEZVOUS : THE LIFE OF BUTCH O'HARE ,Fateful Rendezvous,"Ewing, Steve; Lundstrom, John B. ",9781612512211,http://books.google.com/books/content?id=4ECf8DRRl2UC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Google Books
1215,THE ROOSEVELT MACARTHUR CONFLICT ,The Roosevelt Macarthur Conflict ,"Eyre, James K. Jr. ",,http://books.google.com/books/content?id=NTh3AAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,Google Books
873,THE ART OF WAR ,The Art Of War: From The Age Of Napoleon To The Present Day,"Falls, Cyril ",9781258162535,https://pictures.abebooks.com/isbn/9781258162535-us-300.jpg,AbeBooks
874,ORDEAL BY BATTLE ,Ordeal By Battle ,"Falls, Cyril ",,"https://m.media-amazon.com/images/I/617COXSZGmL._AC_UF1000,1000_QL80_.jpg",Google Images
901,GREAT MILITARY BATTLES ,Great Military Battles,"Falls, Cyril ",9780600016526,https://images.isbndb.com/covers/16983473482401.jpg,ISBNdb
1127,THE SECOND WORLD WAR A SHORT HISTORY ,The Second World War A Short History ,"Falls, Cyril ",,"https://m.media-amazon.com/images/I/91N64EFysnL._AC_UF1000,1000_QL80_.jpg",Google Images
667,THE GAME OF THE FOXES; THE UNTOLD STORY OF GERMAN ESPIONAGE IN THE UNITED STATES AND GREAT BRITAIN DURING WORLD WAR II ,The Game of the Foxes: The Untold Story of German Espionage in the United States and Great Britain During World War II,"Farago, Ladislas ",9783929622249,https://images.isbndb.com/covers/3293763483587.jpg,ISBNdb
675,THE BROKEN SEAL; THE STORY OF OPERATION MAGIC AND THE PEARL HARBOR DISASTER ,The Broken Seal: The Story of Operation Magic and the Pearl Harbor Disaster.,"Farago, Ladislas ",9780394417899,https://images.isbndb.com/covers/11259873482328.jpg,ISBNdb
1063,PATTON: ORDEAL AND TRIUMPH ,Patton,"Farago, Ladislas ",1594160112,http://books.google.com/books/content?id=8nlWPgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,Google Books
1185,THE LAST DAYS OF PATTON ,The Last Days of Patton,"Farago, Ladislas ",1594161380,http://books.google.com/books/content?id=16KBuQAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,Google Books
711,WINGED DAGGER : ADVENTURES ON SPECIAL SERVICE ,Winged Dagger,"Farran, Roy ",0304350842,http://books.google.com/books/content?id=Q32pQgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,Google Books
712,OPERATION TOMBOLA ,Operation Tombola ,"Farran, Roy ",,"https://m.media-amazon.com/images/I/41TskjWEWjL._AC_UF1000,1000_QL80_.jpg",Google Images
